conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3038,skill/competence,cross-sector,Express 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3039,skill/competence,cross-sector,NestJS 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3040,skill/competence,cross-sector,Django 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3041,skill/competence,cross-sector,Flask 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3042,skill/competence,cross-sector,FastAPI 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3043,skill/competence,cross-sector,Spring Boot 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3044,skill/competence,cross-sector,Ruby on Rails 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3045,skill/competence,cross-sector,Laravel 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3046,skill/competence,cross-sector,Symfony 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3047,skill/competence,cross-sector,CodeIgniter 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3048,skill/competence,cross-sector,ASP.NET 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3049,skill/competence,cross-sector,Entity Framework 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3050,skill/competence,cross-sector,Flutter 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3051,skill/competence,cross-sector,React Native 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3052,skill/competence,cross-sector,Ionic 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3053,skill/competence,cross-sector,Xamarin 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3054,skill/competence,cross-sector,Cordova 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3055,skill/competence,cross-sector,Electron 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3056,skill/competence,cross-sector,Tauri 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3057,skill/competence,cross-sector,Machine Learning 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3058,skill/competence,cross-sector,Deep Learning 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3059,skill/competence,cross-sector,Artificial Intelligence 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3060,skill/competence,cross-sector,Data Science 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3061,skill/competence,cross-sector,Data Analytics 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3062,skill/competence,cross-sector,Data Engineering 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3063,skill/competence,cross-sector,Computer Vision 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3064,skill/competence,cross-sector,Natural Language Processing 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3065,skill/competence,cross-sector,NLP 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3066,skill/competence,cross-sector,Neural Networks 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3067,skill/competence,cross-sector,TensorFlow 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3068,skill/competence,cross-sector,PyTorch 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3069,skill/competence,cross-sector,Keras 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3070,skill/competence,cross-sector,Scikit-Learn 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3071,skill/competence,cross-sector,Pandas 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3072,skill/competence,cross-sector,NumPy 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3073,skill/competence,cross-sector,Matplotlib 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3074,skill/competence,cross-sector,Seaborn 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3075,skill/competence,cross-sector,Plotly 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3076,skill/competence,cross-sector,SciPy 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3077,skill/competence,cross-sector,NLTK 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3078,skill/competence,cross-sector,Spacy 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3079,skill/competence,cross-sector,HuggingFace 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3080,skill/competence,cross-sector,OpenCV 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3081,skill/competence,cross-sector,Apache Spark 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3082,skill/competence,cross-sector,Hadoop 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3083,skill/competence,cross-sector,Kafka 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3084,skill/competence,cross-sector,Airflow 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3085,skill/competence,cross-sector,Tableau 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3086,skill/competence,cross-sector,Power BI 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3087,skill/competence,cross-sector,MySQL 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3088,skill/competence,cross-sector,PostgreSQL 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3089,skill/competence,cross-sector,SQLite 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3090,skill/competence,cross-sector,Oracle 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3091,skill/competence,cross-sector,SQL Server 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3092,skill/competence,cross-sector,MongoDB 2993,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3093,skill/competence,cross-sector,Python 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3094,skill/competence,cross-sector,Java 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3095,skill/competence,cross-sector,JavaScript 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3096,skill/competence,cross-sector,TypeScript 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3097,skill/competence,cross-sector,C 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3098,skill/competence,cross-sector,C++ 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3099,skill/competence,cross-sector,C# 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3100,skill/competence,cross-sector,Ruby 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3101,skill/competence,cross-sector,PHP 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3102,skill/competence,cross-sector,Swift 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3103,skill/competence,cross-sector,Kotlin 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3104,skill/competence,cross-sector,Go 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3105,skill/competence,cross-sector,Rust 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3106,skill/competence,cross-sector,Dart 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3107,skill/competence,cross-sector,Scala 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3108,skill/competence,cross-sector,R 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3109,skill/competence,cross-sector,MATLAB 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3110,skill/competence,cross-sector,Perl 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3111,skill/competence,cross-sector,Lua 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3112,skill/competence,cross-sector,Haskell 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3113,skill/competence,cross-sector,Julia 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3114,skill/competence,cross-sector,Objective-C 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3115,skill/competence,cross-sector,Assembly 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3116,skill/competence,cross-sector,SQL 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3117,skill/competence,cross-sector,NoSQL 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3118,skill/competence,cross-sector,Bash 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3119,skill/competence,cross-sector,Shell 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3120,skill/competence,cross-sector,PowerShell 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3121,skill/competence,cross-sector,React 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3122,skill/competence,cross-sector,Angular 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3123,skill/competence,cross-sector,Vue 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3124,skill/competence,cross-sector,Svelte 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3125,skill/competence,cross-sector,Next.js 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3126,skill/competence,cross-sector,Nuxt.js 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3127,skill/competence,cross-sector,Gatsby 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3128,skill/competence,cross-sector,Ember 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3129,skill/competence,cross-sector,Backbone 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3130,skill/competence,cross-sector,jQuery 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3131,skill/competence,cross-sector,Bootstrap 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3132,skill/competence,cross-sector,Tailwind CSS 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3133,skill/competence,cross-sector,Material-UI 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3134,skill/competence,cross-sector,Chakra UI 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3135,skill/competence,cross-sector,Sass 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3136,skill/competence,cross-sector,LESS 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3137,skill/competence,cross-sector,Node.js 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3138,skill/competence,cross-sector,Express 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3139,skill/competence,cross-sector,NestJS 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3140,skill/competence,cross-sector,Django 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3141,skill/competence,cross-sector,Flask 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3142,skill/competence,cross-sector,FastAPI 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3143,skill/competence,cross-sector,Spring Boot 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3144,skill/competence,cross-sector,Ruby on Rails 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3145,skill/competence,cross-sector,Laravel 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3146,skill/competence,cross-sector,Symfony 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3147,skill/competence,cross-sector,CodeIgniter 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3148,skill/competence,cross-sector,ASP.NET 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3149,skill/competence,cross-sector,Entity Framework 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3150,skill/competence,cross-sector,Flutter 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3151,skill/competence,cross-sector,React Native 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3152,skill/competence,cross-sector,Ionic 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3153,skill/competence,cross-sector,Xamarin 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3154,skill/competence,cross-sector,Cordova 3093,,Massive generated dataset
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/gen_3155,skill/competence,cross-sector,Electron 3093,,Massive generated dataset
